Product Name,Category,Ingredients,Quantity Sold,Price,Cost per Unit,Total Revenue,Discount Applied,Customer Segment,Order Date,Expiration Date,Shelf Life (Days),Customer Age,Customer Gender,Payment Method,Order Type,Wastage Quantity,Review Rating,Packaging Type,When the Product Was Bought
Vanilla Cupcake,Tarts,"Milk, Eggs, Baking Powder",3,114,68.4,342,True,Family,2025-04-20,2025-04-24,4,42,Female,Debit Card,Single,0,4.6,Paper Box,2025-04-20
Vanilla Cupcake,Baked Goods,"Butter, Sugar, Cocoa",1,126,75.6,126,False,Business,2025-04-16,2025-04-21,5,49,Female,Cash,Single,2,3.9,Cloth Bag,2025-04-16
Muffin,Baked Goods,"Milk, Sugar, Baking Powder",3,291,174.6,873,True,Individual,2025-04-21,2025-04-25,4,43,Female,Credit Card,Bulk,1,3.5,Paper Box,2025-04-21
Muffin,Baked Goods,"Milk, Sugar, Baking Powder",2,122,73.2,244,False,Family,2025-04-15,2025-04-21,6,28,Female,Credit Card,Bulk,2,1.2,Paper Box,2025-04-15
Fruit Tart,Cupcakes,"Sugar, Eggs, Cocoa",1,64,38.4,64,False,Individual,2025-04-14,2025-04-19,5,39,Male,UPI,Single,1,2.1,Plastic Wrap,2025-04-14
Sourdough,Cakes,"Sugar, Eggs, Cocoa",2,249,149.4,498,True,Family,2025-04-10,2025-04-15,5,21,Other,Debit Card,Bulk,1,4.0,Paper Box,2025-04-10
Cheese Pastry,Pastries,"Sugar, Butter, Baking Powder",3,84,50.4,252,False,Business,2025-04-17,2025-04-22,5,20,Female,Debit Card,Bulk,1,3.3,Paper Box,2025-04-17
Sourdough,Pastries,"Milk, Baking Powder, Cocoa",2,213,127.8,426,False,Business,2025-04-11,2025-04-14,3,18,Male,Credit Card,Single,2,4.5,Plastic Wrap,2025-04-11
Muffin,Pastries,"Sugar, Butter, Baking Powder",3,207,124.2,621,True,Individual,2025-04-16,2025-04-19,3,19,Female,Cash,Single,0,4.3,Paper Box,2025-04-16
Fruit Tart,Baked Goods,"Cocoa, Sugar, Flour",2,70,42.0,140,False,Family,2025-04-16,2025-04-19,3,53,Male,UPI,Single,2,3.1,Paper Box,2025-04-16
Fruit Tart,Cupcakes,"Flour, Sugar, Baking Powder",3,294,176.4,882,False,Individual,2025-04-12,2025-04-16,4,50,Female,Debit Card,Single,2,3.0,Paper Box,2025-04-12
Chocolate Cake,Cupcakes,"Butter, Sugar, Milk",2,127,76.2,254,False,Family,2025-04-13,2025-04-17,4,32,Female,Cash,Bulk,2,3.4,Paper Box,2025-04-13
Brownie,Pastries,"Milk, Sugar, Flour",1,121,72.6,121,True,Business,2025-04-12,2025-04-18,6,33,Male,Credit Card,Single,1,4.0,Plastic Wrap,2025-04-12
Vanilla Cupcake,Cakes,"Butter, Milk, Sugar",3,105,63.0,315,False,Family,2025-04-16,2025-04-22,6,27,Male,Credit Card,Bulk,1,2.3,Plastic Wrap,2025-04-16
Vanilla Cupcake,Baked Goods,"Sugar, Baking Powder, Flour",2,260,156.0,520,True,Business,2025-04-15,2025-04-21,6,59,Other,Cash,Bulk,0,4.6,Cloth Bag,2025-04-15
Brownie,Baked Goods,"Milk, Butter, Cocoa",2,173,103.8,346,True,Individual,2025-04-19,2025-04-24,5,38,Other,Cash,Single,2,3.7,Plastic Wrap,2025-04-19
Croissant,Baked Goods,"Eggs, Cocoa, Milk",3,129,77.4,387,False,Individual,2025-04-10,2025-04-13,3,39,Female,UPI,Bulk,1,4.4,Paper Box,2025-04-10
Chocolate Cake,Baked Goods,"Butter, Sugar, Baking Powder",2,120,72.0,240,True,Family,2025-04-13,2025-04-19,6,27,Male,Debit Card,Bulk,2,1.7,Paper Box,2025-04-13
Fruit Tart,Baked Goods,"Milk, Baking Powder, Cocoa",1,125,75.0,125,True,Business,2025-04-23,2025-04-29,6,38,Male,Debit Card,Single,2,3.8,Cloth Bag,2025-04-23
Fruit Tart,Cakes,"Eggs, Flour, Baking Powder",2,160,96.0,320,True,Individual,2025-04-13,2025-04-18,5,29,Male,Debit Card,Single,0,3.1,Paper Box,2025-04-13
Croissant,Pastries,"Milk, Eggs, Cocoa",2,145,87.0,290,False,Individual,2025-04-21,2025-04-25,4,27,Male,Cash,Single,2,2.6,Paper Box,2025-04-21
Sourdough,Cupcakes,"Eggs, Cocoa, Milk",3,227,136.2,681,True,Individual,2025-04-11,2025-04-14,3,54,Other,Credit Card,Single,1,2.6,Paper Box,2025-04-11
Croissant,Baked Goods,"Milk, Baking Powder, Cocoa",3,165,99.0,495,True,Individual,2025-04-18,2025-04-23,5,60,Female,Cash,Single,1,1.8,Paper Box,2025-04-18
Vanilla Cupcake,Cakes,"Milk, Flour, Baking Powder",1,79,47.4,79,True,Family,2025-04-12,2025-04-17,5,41,Other,Cash,Single,0,2.2,Cloth Bag,2025-04-12
Brownie,Cakes,"Cocoa, Butter, Flour",2,265,159.0,530,True,Individual,2025-04-19,2025-04-22,3,54,Female,Debit Card,Single,1,3.4,Paper Box,2025-04-19
Vanilla Cupcake,Baked Goods,"Baking Powder, Cocoa, Butter",2,56,33.6,112,True,Individual,2025-04-15,2025-04-20,5,53,Other,Debit Card,Bulk,1,2.4,Plastic Wrap,2025-04-15
Muffin,Cakes,"Baking Powder, Butter, Cocoa",3,238,142.8,714,True,Individual,2025-04-18,2025-04-24,6,31,Female,Credit Card,Single,0,3.7,Paper Box,2025-04-18
Croissant,Cupcakes,"Butter, Flour, Eggs",3,99,59.4,297,False,Individual,2025-04-15,2025-04-19,4,29,Other,Debit Card,Bulk,0,4.7,Cloth Bag,2025-04-15
Muffin,Baked Goods,"Eggs, Milk, Baking Powder",3,96,57.6,288,True,Family,2025-04-18,2025-04-23,5,21,Female,Cash,Bulk,1,4.8,Cloth Bag,2025-04-18
Muffin,Cakes,"Milk, Eggs, Cocoa",3,61,36.6,183,True,Family,2025-04-16,2025-04-20,4,26,Other,Debit Card,Single,1,1.2,Paper Box,2025-04-16
Muffin,Tarts,"Eggs, Milk, Cocoa",3,109,65.4,327,False,Family,2025-04-19,2025-04-23,4,54,Female,Debit Card,Bulk,1,3.7,Plastic Wrap,2025-04-19
Muffin,Pastries,"Sugar, Milk, Eggs",2,80,48.0,160,True,Business,2025-04-19,2025-04-25,6,45,Male,Cash,Bulk,0,2.5,Cloth Bag,2025-04-19
Cheese Pastry,Cakes,"Butter, Baking Powder, Sugar",3,176,105.6,528,True,Business,2025-04-22,2025-04-28,6,46,Other,UPI,Single,1,2.0,Plastic Wrap,2025-04-22
Cheese Pastry,Pastries,"Eggs, Sugar, Baking Powder",3,124,74.4,372,False,Business,2025-04-18,2025-04-24,6,42,Other,Cash,Single,2,3.5,Paper Box,2025-04-18
Chocolate Cake,Pastries,"Eggs, Flour, Sugar",3,64,38.4,192,False,Individual,2025-04-11,2025-04-17,6,22,Female,Credit Card,Single,2,1.7,Cloth Bag,2025-04-11
Chocolate Cake,Pastries,"Flour, Butter, Sugar",2,280,168.0,560,True,Business,2025-04-20,2025-04-25,5,39,Other,Cash,Bulk,1,2.9,Cloth Bag,2025-04-20
Croissant,Cakes,"Sugar, Milk, Eggs",1,190,114.0,190,True,Business,2025-04-15,2025-04-20,5,29,Male,UPI,Single,0,2.4,Paper Box,2025-04-15
Muffin,Pastries,"Milk, Butter, Eggs",1,232,139.2,232,False,Family,2025-04-12,2025-04-18,6,31,Other,Debit Card,Bulk,0,2.3,Cloth Bag,2025-04-12
Croissant,Baked Goods,"Baking Powder, Milk, Sugar",1,122,73.2,122,True,Family,2025-04-24,2025-04-28,4,24,Male,Debit Card,Single,0,3.9,Cloth Bag,2025-04-24
Brownie,Baked Goods,"Milk, Eggs, Butter",2,225,135.0,450,True,Business,2025-04-16,2025-04-22,6,25,Male,Debit Card,Single,1,1.9,Plastic Wrap,2025-04-16
Sourdough,Baked Goods,"Flour, Milk, Sugar",1,224,134.4,224,False,Family,2025-04-23,2025-04-29,6,53,Female,Cash,Single,2,2.0,Cloth Bag,2025-04-23
Cheese Pastry,Cupcakes,"Baking Powder, Milk, Flour",1,162,97.2,162,False,Family,2025-04-16,2025-04-19,3,42,Other,Credit Card,Single,0,1.3,Paper Box,2025-04-16
Croissant,Pastries,"Baking Powder, Flour, Eggs",1,279,167.4,279,False,Business,2025-04-15,2025-04-19,4,54,Female,UPI,Single,0,3.4,Plastic Wrap,2025-04-15
Muffin,Cakes,"Sugar, Baking Powder, Cocoa",2,97,58.2,194,True,Individual,2025-04-22,2025-04-27,5,39,Female,Cash,Bulk,0,3.0,Cloth Bag,2025-04-22
Croissant,Pastries,"Butter, Flour, Eggs",1,131,78.6,131,True,Family,2025-04-17,2025-04-23,6,48,Male,Credit Card,Single,2,1.3,Plastic Wrap,2025-04-17
Chocolate Cake,Pastries,"Sugar, Baking Powder, Milk",2,172,103.2,344,True,Individual,2025-04-13,2025-04-19,6,36,Other,Debit Card,Bulk,1,1.8,Paper Box,2025-04-13
Croissant,Cakes,"Flour, Milk, Baking Powder",2,190,114.0,380,True,Individual,2025-04-11,2025-04-17,6,28,Male,Debit Card,Single,1,2.1,Plastic Wrap,2025-04-11
Sourdough,Baked Goods,"Cocoa, Sugar, Flour",2,104,62.4,208,True,Individual,2025-04-10,2025-04-14,4,39,Female,Credit Card,Bulk,1,4.2,Paper Box,2025-04-10
Muffin,Tarts,"Baking Powder, Eggs, Cocoa",2,66,39.6,132,True,Family,2025-04-12,2025-04-18,6,25,Female,Debit Card,Single,1,3.0,Paper Box,2025-04-12
Fruit Tart,Baked Goods,"Butter, Baking Powder, Sugar",3,81,48.6,243,False,Family,2025-04-21,2025-04-24,3,30,Other,UPI,Bulk,0,2.1,Plastic Wrap,2025-04-21
Fruit Tart,Baked Goods,"Flour, Eggs, Butter",1,223,133.8,223,False,Individual,2025-04-12,2025-04-15,3,28,Female,Credit Card,Single,0,3.2,Plastic Wrap,2025-04-12
Cheese Pastry,Baked Goods,"Cocoa, Sugar, Flour",2,140,84.0,280,True,Business,2025-04-11,2025-04-15,4,37,Other,Credit Card,Bulk,2,1.8,Paper Box,2025-04-11
Vanilla Cupcake,Pastries,"Butter, Flour, Baking Powder",2,184,110.4,368,False,Individual,2025-04-15,2025-04-20,5,41,Male,Cash,Bulk,1,3.5,Plastic Wrap,2025-04-15
Chocolate Cake,Cupcakes,"Eggs, Butter, Milk",3,235,141.0,705,True,Family,2025-04-11,2025-04-16,5,51,Female,Credit Card,Single,0,3.1,Paper Box,2025-04-11
Cheese Pastry,Cupcakes,"Sugar, Eggs, Cocoa",1,173,103.8,173,False,Individual,2025-04-16,2025-04-20,4,28,Female,Credit Card,Bulk,1,2.6,Paper Box,2025-04-16
Sourdough,Baked Goods,"Milk, Flour, Baking Powder",1,99,59.4,99,True,Family,2025-04-22,2025-04-28,6,35,Female,Debit Card,Bulk,0,3.7,Cloth Bag,2025-04-22
Chocolate Cake,Pastries,"Milk, Butter, Baking Powder",1,65,39.0,65,False,Individual,2025-04-17,2025-04-20,3,31,Male,Debit Card,Bulk,0,2.9,Cloth Bag,2025-04-17
Brownie,Tarts,"Milk, Baking Powder, Sugar",3,175,105.0,525,True,Business,2025-04-22,2025-04-26,4,23,Other,UPI,Single,2,4.1,Plastic Wrap,2025-04-22
Sourdough,Pastries,"Cocoa, Sugar, Eggs",2,264,158.4,528,True,Business,2025-04-20,2025-04-25,5,46,Other,UPI,Bulk,2,3.8,Plastic Wrap,2025-04-20
Brownie,Tarts,"Butter, Cocoa, Milk",1,231,138.6,231,True,Family,2025-04-22,2025-04-26,4,22,Male,UPI,Single,0,2.5,Paper Box,2025-04-22
Fruit Tart,Cupcakes,"Sugar, Cocoa, Eggs",2,256,153.6,512,True,Family,2025-04-14,2025-04-20,6,38,Female,Debit Card,Single,1,2.9,Paper Box,2025-04-14
Muffin,Pastries,"Flour, Baking Powder, Eggs",2,233,139.8,466,False,Individual,2025-04-19,2025-04-23,4,41,Male,Debit Card,Single,1,1.7,Plastic Wrap,2025-04-19
Chocolate Cake,Cakes,"Sugar, Baking Powder, Flour",1,124,74.4,124,True,Business,2025-04-10,2025-04-15,5,42,Male,Credit Card,Single,2,3.9,Cloth Bag,2025-04-10
Cheese Pastry,Baked Goods,"Flour, Baking Powder, Sugar",2,261,156.6,522,True,Individual,2025-04-24,2025-04-30,6,26,Other,Debit Card,Bulk,2,1.6,Paper Box,2025-04-24
Vanilla Cupcake,Cakes,"Sugar, Baking Powder, Milk",3,84,50.4,252,False,Business,2025-04-23,2025-04-29,6,55,Male,Credit Card,Single,2,4.7,Cloth Bag,2025-04-23
Croissant,Cakes,"Baking Powder, Sugar, Milk",3,278,166.8,834,True,Family,2025-04-21,2025-04-27,6,30,Other,Credit Card,Bulk,2,3.1,Cloth Bag,2025-04-21
Croissant,Cupcakes,"Baking Powder, Butter, Cocoa",3,241,144.6,723,False,Individual,2025-04-17,2025-04-20,3,19,Other,Debit Card,Bulk,0,1.1,Paper Box,2025-04-17
Vanilla Cupcake,Cakes,"Sugar, Baking Powder, Cocoa",1,64,38.4,64,True,Family,2025-04-10,2025-04-16,6,48,Other,Debit Card,Single,0,3.0,Plastic Wrap,2025-04-10
Brownie,Tarts,"Eggs, Milk, Sugar",1,225,135.0,225,True,Family,2025-04-20,2025-04-26,6,38,Female,UPI,Single,1,4.2,Paper Box,2025-04-20
Fruit Tart,Pastries,"Eggs, Milk, Cocoa",3,263,157.8,789,False,Business,2025-04-15,2025-04-19,4,60,Male,Debit Card,Bulk,1,1.8,Plastic Wrap,2025-04-15
Sourdough,Pastries,"Milk, Baking Powder, Sugar",3,235,141.0,705,False,Family,2025-04-20,2025-04-24,4,37,Male,Credit Card,Bulk,1,4.6,Plastic Wrap,2025-04-20
Muffin,Cupcakes,"Cocoa, Eggs, Milk",2,147,88.2,294,False,Business,2025-04-19,2025-04-25,6,29,Male,Cash,Single,0,3.0,Plastic Wrap,2025-04-19
Brownie,Tarts,"Cocoa, Baking Powder, Eggs",1,244,146.4,244,False,Family,2025-04-20,2025-04-24,4,30,Male,Credit Card,Single,0,1.1,Paper Box,2025-04-20
Muffin,Cakes,"Eggs, Butter, Baking Powder",2,233,139.8,466,False,Business,2025-04-22,2025-04-27,5,55,Other,Debit Card,Bulk,2,2.4,Plastic Wrap,2025-04-22
Vanilla Cupcake,Baked Goods,"Cocoa, Sugar, Flour",1,171,102.6,171,False,Business,2025-04-22,2025-04-27,5,29,Male,Credit Card,Bulk,1,2.3,Cloth Bag,2025-04-22
Muffin,Baked Goods,"Butter, Eggs, Cocoa",2,177,106.2,354,False,Family,2025-04-16,2025-04-21,5,55,Female,Debit Card,Bulk,2,1.9,Plastic Wrap,2025-04-16
Chocolate Cake,Tarts,"Milk, Sugar, Baking Powder",2,58,34.8,116,False,Business,2025-04-23,2025-04-28,5,38,Female,Debit Card,Single,0,4.4,Paper Box,2025-04-23
Chocolate Cake,Pastries,"Butter, Eggs, Cocoa",2,200,120.0,400,False,Individual,2025-04-18,2025-04-24,6,40,Male,Debit Card,Single,1,2.3,Plastic Wrap,2025-04-18
Vanilla Cupcake,Baked Goods,"Flour, Butter, Sugar",1,178,106.8,178,False,Individual,2025-04-22,2025-04-25,3,49,Other,UPI,Single,1,1.6,Paper Box,2025-04-22
Brownie,Cakes,"Eggs, Baking Powder, Cocoa",3,262,157.2,786,True,Business,2025-04-12,2025-04-17,5,56,Female,UPI,Single,2,3.7,Cloth Bag,2025-04-12
Brownie,Tarts,"Eggs, Sugar, Butter",1,92,55.2,92,True,Family,2025-04-16,2025-04-19,3,35,Male,Cash,Single,1,2.1,Plastic Wrap,2025-04-16
Sourdough,Pastries,"Butter, Sugar, Baking Powder",2,293,175.8,586,True,Individual,2025-04-10,2025-04-15,5,31,Other,UPI,Single,0,3.6,Plastic Wrap,2025-04-10
Sourdough,Cupcakes,"Eggs, Cocoa, Milk",1,207,124.2,207,True,Family,2025-04-16,2025-04-19,3,33,Female,Credit Card,Bulk,2,2.3,Paper Box,2025-04-16
Vanilla Cupcake,Cupcakes,"Sugar, Eggs, Baking Powder",3,94,56.4,282,False,Family,2025-04-22,2025-04-27,5,21,Female,Cash,Single,0,1.5,Cloth Bag,2025-04-22
Fruit Tart,Baked Goods,"Cocoa, Sugar, Eggs",2,221,132.6,442,True,Business,2025-04-15,2025-04-18,3,47,Other,UPI,Single,1,2.2,Cloth Bag,2025-04-15
Muffin,Baked Goods,"Sugar, Butter, Flour",1,103,61.8,103,True,Family,2025-04-24,2025-04-30,6,25,Male,Cash,Single,2,4.0,Paper Box,2025-04-24
Sourdough,Baked Goods,"Sugar, Baking Powder, Cocoa",1,180,108.0,180,False,Individual,2025-04-18,2025-04-23,5,57,Female,Credit Card,Single,2,4.9,Plastic Wrap,2025-04-18
Chocolate Cake,Cakes,"Baking Powder, Eggs, Flour",1,160,96.0,160,False,Individual,2025-04-23,2025-04-29,6,49,Female,Debit Card,Bulk,2,3.2,Cloth Bag,2025-04-23
Chocolate Cake,Baked Goods,"Eggs, Baking Powder, Flour",2,172,103.2,344,False,Family,2025-04-20,2025-04-24,4,46,Other,Credit Card,Single,2,3.8,Plastic Wrap,2025-04-20
Cheese Pastry,Cakes,"Baking Powder, Milk, Cocoa",3,258,154.8,774,True,Individual,2025-04-21,2025-04-26,5,21,Male,Credit Card,Bulk,2,2.1,Plastic Wrap,2025-04-21
Brownie,Cakes,"Baking Powder, Cocoa, Eggs",3,177,106.2,531,False,Family,2025-04-22,2025-04-27,5,37,Female,UPI,Bulk,1,1.2,Cloth Bag,2025-04-22
Croissant,Tarts,"Milk, Cocoa, Baking Powder",1,72,43.2,72,False,Family,2025-04-22,2025-04-28,6,22,Male,Cash,Single,0,3.0,Plastic Wrap,2025-04-22
Chocolate Cake,Cupcakes,"Baking Powder, Flour, Butter",2,53,31.8,106,True,Individual,2025-04-23,2025-04-28,5,53,Other,UPI,Single,1,4.2,Paper Box,2025-04-23
Brownie,Pastries,"Eggs, Milk, Butter",2,74,44.4,148,False,Individual,2025-04-23,2025-04-29,6,57,Female,Debit Card,Bulk,1,1.3,Paper Box,2025-04-23
Brownie,Baked Goods,"Eggs, Flour, Milk",1,104,62.4,104,True,Individual,2025-04-11,2025-04-16,5,41,Other,UPI,Bulk,2,4.6,Plastic Wrap,2025-04-11
Brownie,Baked Goods,"Baking Powder, Sugar, Cocoa",1,181,108.6,181,False,Family,2025-04-24,2025-04-28,4,41,Other,Debit Card,Bulk,2,4.5,Plastic Wrap,2025-04-24
Muffin,Pastries,"Flour, Baking Powder, Sugar",1,193,115.8,193,True,Business,2025-04-21,2025-04-26,5,23,Other,Debit Card,Single,2,1.8,Paper Box,2025-04-21
Chocolate Cake,Cupcakes,"Flour, Sugar, Milk",2,106,63.6,212,True,Family,2025-04-24,2025-04-27,3,39,Male,Debit Card,Bulk,1,3.8,Cloth Bag,2025-04-24
Brownie,Tarts,"Sugar, Eggs, Cocoa",1,252,151.2,252,True,Business,2025-04-18,2025-04-21,3,55,Male,Debit Card,Single,1,2.3,Plastic Wrap,2025-04-18
Muffin,Tarts,"Cocoa, Flour, Sugar",2,132,79.2,264,True,Individual,2025-04-24,2025-04-28,4,27,Female,Credit Card,Bulk,1,4.0,Plastic Wrap,2025-04-24
Fruit Tart,Pastries,"Flour, Baking Powder, Sugar",2,91,54.6,182,True,Individual,2025-04-23,2025-04-28,5,40,Male,Debit Card,Single,0,2.8,Cloth Bag,2025-04-23
Fruit Tart,Baked Goods,"Butter, Cocoa, Milk",3,258,154.8,774,True,Family,2025-04-18,2025-04-21,3,19,Female,Debit Card,Bulk,1,3.4,Cloth Bag,2025-04-18
Croissant,Tarts,"Milk, Sugar, Butter",2,93,55.8,186,True,Family,2025-04-10,2025-04-13,3,55,Female,Cash,Bulk,0,1.6,Cloth Bag,2025-04-10
Sourdough,Cakes,"Flour, Cocoa, Milk",2,139,83.4,278,False,Family,2025-04-10,2025-04-15,5,20,Female,UPI,Single,1,3.9,Cloth Bag,2025-04-10
Sourdough,Cakes,"Sugar, Milk, Flour",1,195,117.0,195,True,Family,2025-04-17,2025-04-22,5,22,Female,UPI,Bulk,2,3.8,Paper Box,2025-04-17
Croissant,Cakes,"Sugar, Milk, Eggs",1,157,94.2,157,False,Individual,2025-04-17,2025-04-23,6,59,Male,Credit Card,Single,0,1.2,Cloth Bag,2025-04-17
Sourdough,Pastries,"Cocoa, Milk, Butter",2,193,115.8,386,False,Individual,2025-04-24,2025-04-30,6,22,Other,Credit Card,Single,2,1.3,Paper Box,2025-04-24
Croissant,Pastries,"Butter, Cocoa, Baking Powder",1,198,118.8,198,False,Family,2025-04-12,2025-04-15,3,34,Male,UPI,Single,1,3.1,Cloth Bag,2025-04-12
Sourdough,Cakes,"Eggs, Flour, Milk",3,138,82.8,414,True,Family,2025-04-13,2025-04-18,5,24,Other,UPI,Single,1,2.7,Cloth Bag,2025-04-13
Croissant,Tarts,"Cocoa, Sugar, Butter",1,130,78.0,130,False,Family,2025-04-10,2025-04-14,4,59,Male,Cash,Single,2,2.8,Plastic Wrap,2025-04-10
Vanilla Cupcake,Cakes,"Cocoa, Butter, Sugar",3,113,67.8,339,True,Business,2025-04-20,2025-04-23,3,35,Female,Cash,Single,0,1.9,Paper Box,2025-04-20
Brownie,Cakes,"Eggs, Milk, Sugar",1,96,57.6,96,True,Business,2025-04-15,2025-04-21,6,22,Female,Credit Card,Single,0,1.6,Paper Box,2025-04-15
Sourdough,Baked Goods,"Baking Powder, Eggs, Butter",1,190,114.0,190,True,Business,2025-04-17,2025-04-23,6,22,Male,Cash,Bulk,2,3.6,Plastic Wrap,2025-04-17
Croissant,Cakes,"Cocoa, Eggs, Milk",1,230,138.0,230,False,Family,2025-04-14,2025-04-19,5,50,Female,Credit Card,Single,2,3.5,Cloth Bag,2025-04-14
Chocolate Cake,Cakes,"Milk, Baking Powder, Flour",2,177,106.2,354,False,Family,2025-04-15,2025-04-18,3,26,Female,Debit Card,Bulk,0,1.1,Plastic Wrap,2025-04-15
Fruit Tart,Tarts,"Baking Powder, Milk, Sugar",3,140,84.0,420,True,Individual,2025-04-15,2025-04-21,6,53,Female,Cash,Single,1,2.2,Paper Box,2025-04-15
Croissant,Cakes,"Sugar, Cocoa, Butter",2,219,131.4,438,True,Family,2025-04-19,2025-04-22,3,25,Female,Debit Card,Single,2,3.1,Paper Box,2025-04-19
Vanilla Cupcake,Pastries,"Sugar, Flour, Butter",2,154,92.4,308,True,Business,2025-04-11,2025-04-14,3,52,Female,Cash,Bulk,2,5.0,Cloth Bag,2025-04-11
Fruit Tart,Tarts,"Cocoa, Baking Powder, Flour",2,151,90.6,302,True,Individual,2025-04-23,2025-04-29,6,46,Female,Debit Card,Bulk,1,1.1,Plastic Wrap,2025-04-23
Vanilla Cupcake,Tarts,"Eggs, Butter, Baking Powder",3,185,111.0,555,True,Family,2025-04-24,2025-04-27,3,38,Female,Cash,Single,0,3.9,Cloth Bag,2025-04-24
Cheese Pastry,Cupcakes,"Sugar, Milk, Baking Powder",1,65,39.0,65,True,Individual,2025-04-18,2025-04-24,6,44,Other,Cash,Bulk,1,1.6,Plastic Wrap,2025-04-18
Sourdough,Cupcakes,"Sugar, Baking Powder, Flour",1,265,159.0,265,False,Individual,2025-04-20,2025-04-23,3,19,Male,Debit Card,Single,1,1.9,Paper Box,2025-04-20
Fruit Tart,Tarts,"Butter, Flour, Baking Powder",1,124,74.4,124,True,Individual,2025-04-19,2025-04-23,4,41,Female,Cash,Bulk,2,4.8,Cloth Bag,2025-04-19
Croissant,Pastries,"Milk, Eggs, Baking Powder",1,143,85.8,143,False,Family,2025-04-11,2025-04-15,4,55,Male,Debit Card,Single,1,4.1,Paper Box,2025-04-11
Brownie,Baked Goods,"Milk, Baking Powder, Butter",3,254,152.4,762,False,Family,2025-04-15,2025-04-19,4,32,Female,UPI,Bulk,0,2.4,Cloth Bag,2025-04-15
Chocolate Cake,Cupcakes,"Flour, Milk, Eggs",1,291,174.6,291,True,Individual,2025-04-21,2025-04-24,3,22,Female,UPI,Bulk,2,4.6,Paper Box,2025-04-21
Fruit Tart,Pastries,"Eggs, Baking Powder, Flour",3,100,60.0,300,True,Family,2025-04-17,2025-04-20,3,60,Male,UPI,Bulk,1,2.3,Cloth Bag,2025-04-17
Brownie,Baked Goods,"Butter, Milk, Eggs",2,192,115.2,384,True,Individual,2025-04-10,2025-04-16,6,48,Female,Credit Card,Bulk,0,1.7,Paper Box,2025-04-10
Sourdough,Cupcakes,"Milk, Cocoa, Eggs",1,63,37.8,63,False,Business,2025-04-10,2025-04-13,3,32,Male,Debit Card,Single,0,1.5,Plastic Wrap,2025-04-10
Sourdough,Cakes,"Cocoa, Baking Powder, Flour",3,172,103.2,516,False,Business,2025-04-17,2025-04-21,4,28,Other,Debit Card,Bulk,2,3.6,Paper Box,2025-04-17
Croissant,Cupcakes,"Eggs, Sugar, Butter",3,131,78.6,393,False,Business,2025-04-18,2025-04-21,3,50,Female,Credit Card,Single,0,4.0,Paper Box,2025-04-18
Brownie,Tarts,"Eggs, Milk, Sugar",1,125,75.0,125,True,Family,2025-04-14,2025-04-20,6,40,Other,Credit Card,Single,1,3.3,Paper Box,2025-04-14
Cheese Pastry,Cakes,"Baking Powder, Cocoa, Butter",3,128,76.8,384,True,Business,2025-04-17,2025-04-20,3,18,Female,Credit Card,Bulk,0,4.9,Paper Box,2025-04-17
Muffin,Pastries,"Flour, Eggs, Milk",2,76,45.6,152,False,Business,2025-04-12,2025-04-17,5,41,Female,UPI,Single,0,4.2,Plastic Wrap,2025-04-12
Muffin,Pastries,"Flour, Cocoa, Milk",3,293,175.8,879,False,Family,2025-04-23,2025-04-28,5,41,Female,Debit Card,Bulk,2,4.6,Paper Box,2025-04-23
Brownie,Cakes,"Cocoa, Baking Powder, Butter",2,226,135.6,452,True,Individual,2025-04-17,2025-04-20,3,21,Female,Cash,Single,0,4.3,Cloth Bag,2025-04-17
Fruit Tart,Cupcakes,"Eggs, Cocoa, Flour",3,280,168.0,840,False,Family,2025-04-23,2025-04-26,3,59,Other,Debit Card,Bulk,0,2.6,Plastic Wrap,2025-04-23
Brownie,Cupcakes,"Cocoa, Eggs, Flour",1,268,160.8,268,False,Individual,2025-04-19,2025-04-24,5,38,Other,Credit Card,Bulk,2,1.3,Plastic Wrap,2025-04-19
Fruit Tart,Pastries,"Baking Powder, Butter, Milk",1,104,62.4,104,False,Individual,2025-04-12,2025-04-16,4,31,Female,Debit Card,Single,0,1.8,Plastic Wrap,2025-04-12
Cheese Pastry,Cupcakes,"Sugar, Milk, Eggs",3,155,93.0,465,False,Family,2025-04-22,2025-04-27,5,50,Male,UPI,Single,0,3.6,Paper Box,2025-04-22
Croissant,Cupcakes,"Butter, Sugar, Baking Powder",1,257,154.2,257,False,Business,2025-04-20,2025-04-26,6,26,Female,Credit Card,Bulk,0,4.6,Plastic Wrap,2025-04-20
Cheese Pastry,Cakes,"Butter, Eggs, Sugar",2,179,107.4,358,True,Individual,2025-04-23,2025-04-29,6,52,Other,UPI,Single,2,4.4,Paper Box,2025-04-23
Vanilla Cupcake,Tarts,"Butter, Flour, Milk",2,263,157.8,526,False,Family,2025-04-19,2025-04-22,3,19,Female,Cash,Bulk,1,1.7,Plastic Wrap,2025-04-19
Chocolate Cake,Tarts,"Milk, Cocoa, Eggs",1,295,177.0,295,False,Business,2025-04-14,2025-04-18,4,19,Male,UPI,Bulk,1,2.6,Cloth Bag,2025-04-14
Brownie,Pastries,"Cocoa, Eggs, Baking Powder",1,242,145.2,242,True,Individual,2025-04-18,2025-04-22,4,56,Female,Debit Card,Single,0,1.0,Cloth Bag,2025-04-18
Muffin,Cakes,"Cocoa, Sugar, Flour",2,133,79.8,266,False,Business,2025-04-22,2025-04-25,3,48,Other,UPI,Single,2,3.0,Paper Box,2025-04-22
